1477946623,1775.42
1477960203,1774.56
1477974603,1750.58
1478001700,1728.5
1478003403,1731.5
1478017803,1779.71
1478032202,1749.81
1478046602,1753.51
1478061002,1768.31
1478075403,1773.03
1478240656,1765.68
1478248202,1778.9
1478262603,1769.84
1478277004,1770.11
1478291401,1773.65
1478305803,1793.38
1478320202,1782.06
1478334601,1789.43
1478349003,1809.51
1478363403,1814.87
1478377803,1807.0
1478392203,1809.06
1478406602,1811.1
1478421001,1804.89
1478435402,1800.41
1478449802,1795.99
1478464204,1803.52
1478478603,1788.75
1478493002,1793.05
1478507403,1785.74
1478521803,1782.96
1478536203,1782.92
1478550602,1792.17
1478565001,1793.3
1478579403,1799.73
1478593804,1795.38
1478608204,1804.69
1478622603,1795.59
1478637002,1806.81
1478651401,1796.92
1478665802,1744.49
1478680203,1753.37
1478694604,1765.96
1478709002,1788.14
1478723402,1775.76
1478737802,1772.45
1478752203,1763.66
1478766602,1766.81
1478781003,1773.18
1478795403,1772.05
1478809803,1771.34
1478824203,1764.86
1478838602,1763.01
1478853002,1754.6
1478867403,1758.49
1478881803,1775.58
1478896201,1765.57
1478910602,1759.33
1478925004,1751.68
1478939404,1759.56
1478953802,1770.39
1478968203,1748.83
1478982602,1735.61
1478997002,1731.83
1479011402,1769.36
1479025803,1744.02
1479040201,1748.87
1479054602,1764.59
1479069003,1768.62
1479083402,1753.82
1479097804,1764.49
1479112202,1749.37
1479126602,1746.46
1479141003,1743.56
1479155404,1747.28
1479169803,1742.11
1479184204,1741.09
1479198602,1733.48
1479213002,1732.2
1479227404,1756.19
1479241802,1762.18
1479256202,1751.68
1479270604,1760.65
1479285003,1754.7
1479299403,1751.47
1479313804,1743.13
1479328203,1725.19
1479342603,1730.12
1479357003,1725.57
1479371402,1712.43
1479385803,1728.23
1479400203,1709.19
1479414603,1705.96
1479429002,1706.97
1479443402,1709.96
1479457803,1688.53
1479472201,1678.81
1479486605,1668.13
1479501003,1661.86
1479515403,1661.28
1479529803,1663.92
1479544201,1666.43
1479558601,1674.21
1479573003,1675.84
1479587403,1680.18
1479601803,1673.27
1479616203,1668.12
1479630603,1664.81
1479645002,1660.32
1479659404,1666.02
1479673805,1648.78
1479688203,1657.27
1479702603,1658.12
1479717004,1658.36
1479731402,1652.66
1479745804,1654.3
1479760203,1654.75
1479774603,1662.11
1479789002,1701.04
1479803402,1705.51
1479817802,1713.27
1479832203,1669.58
1479846603,1677.75
1479861003,1693.69
1479875403,1688.36
1479889803,1681.65
1479904201,1688.0
1479918603,1674.04
1479933003,1667.38
1479947403,1671.1
1479961803,1663.88
1479976203,1659.95
1479990602,1655.07
1480005004,1616.75
1480019402,1600.38
1480033802,1606.31
1480048202,1609.68
1480062602,1610.98
1480077003,1632.13
1480091408,1643.82
1480105803,1639.31
1480120202,1628.89
1480134604,1624.43
1480149002,1615.98
1480163402,1612.86
1480177804,1631.17
1480192202,1623.36
1480206602,1634.5
1480221003,1634.43
1480235403,1635.21
1480249802,1625.98
1480264204,1620.33
1480278602,1602.96
1480293003,1608.38
1480307403,1601.69
1480321802,1592.3
1480336202,1598.68
1480350603,1584.5
1480365003,1575.81
1480379403,1574.46
1480393803,1548.79
1480408203,1490.34
1480422603,1512.94
1480437003,1509.09
1480451401,1511.97
1480465803,1511.5
1480480204,1523.8
1480494603,1527.14
1480509002,1526.5
1480523403,1551.06
1480537801,1565.06
1480552203,1563.65
1480566602,1559.69
1480581001,1548.72
1480595403,1539.51
